c0,c1,c2,c3,c4,c5,c6,c7,c8,c9
10,69,50,58,53,17,44,90,65,76
29,53,12,64,96,90,83,6,88,63
8,34,78,89,48,42,38,69,54,41
11,54,99,67,95,52,41,45,22,20
93,46,25,41,89,86,93,54,41,53
77,65,20,84,54,85,85,30,26,4
55,65,20,49,22,48,56,73,58,38
17,78,39,8,43,67,40,96,4,67
52,23,64,98,38,4,11,62,14,59
35,64,57,75,2,54,90,35,50,62
40,6,47,30,46,76,36,46,13,47
5,26,49,3,8,3,1,82,43,66
55,70,26,40,27,16,82,10,23,73
90,14,12,20,80,29,40,25,15,61
26,22,49,43,12,90,93,23,55,70
1,46,58,91,28,8,71,6,54,29
58,71,74,11,59,13,80,63,3,39
77,60,41,71,21,21,98,59,14,78
41,95,89,69,86,70,59,43,25,83
37,3,76,59,56,66,22,46,5,97
13,32,30,98,7,85,47,37,51,73
5,92,34,85,86,67,48,32,51,93
61,89,25,86,18,90,29,63,32,68
6,66,29,33,11,19,21,51,50,5
10,84,21,52,26,49,66,17,33,43
46,14,30,11,20,85,7,91,82,79
19,22,80,37,43,90,37,99,68,55
52,73,96,74,1,1,7,26,87,10
93,9,71,43,72,17,50,16,34,67
93,51,28,65,57,81,39,21,80,45
58,43,44,90,50,40,80,62,91,24
88,94,95,86,47,77,27,41,54,96
0,57,47,78,24,45,49,9,31,18
20,40,41,34,3,21,73,98,2,18
76,77,69,37,42,48,24,61,83,62
20,39,14,35,66,49,65,67,70,97
99,68,45,64,94,13,81,63,86,96
42,63,53,15,79,62,45,33,85,67
43,64,21,85,82,14,13,34,82,2
59,60,75,59,73,0,80,37,66,47
3,79,33,34,18,22,91,64,95,12
97,36,81,41,31,90,51,1,86,8
51,46,50,73,27,24,8,94,95,6
73,40,57,80,16,77,29,13,48,27
85,65,40,30,71,85,64,1,56,8
36,10,45,80,62,49,73,9,92,57
63,76,30,15,45,12,61,68,87,70
38,93,46,10,78,3,91,44,69,2
40,13,69,25,88,2,23,82,81,19
62,79,58,51,16,28,10,22,14,72
1,91,41,19,92,27,78,7,96,49
55,73,64,76,45,0,65,20,85,54
86,94,4,92,48,73,20,24,45,45
35,62,32,84,49,82,81,53,57,31
10,13,51,89,4,19,43,51,43,17
37,69,90,5,84,24,46,78,13,53
70,61,80,92,82,17,2,29,21,21
12,42,50,5,20,61,86,12,37,14
47,38,30,23,39,4,5,58,89,61
7,11,81,5,3,86,5,29,69,33
53,16,40,62,71,88,59,64,55,6
95,0,39,89,4,73,45,57,37,84
94,93,94,70,64,12,30,74,43,46
87,20,97,10,14,54,57,84,23,43
28,78,56,61,74,66,73,95,19,96
42,82,24,5,4,82,94,80,38,43
75,76,71,58,50,42,44,86,65,54
44,60,28,51,34,22,88,82,3,78
61,85,28,91,53,74,68,24,66,81
7,58,66,6,60,18,94,80,10,48
2,2,35,85,80,23,7,39,20,4
69,22,21,30,87,31,19,60,87,49
79,42,50,71,95,7,85,83,78,97
44,51,84,39,44,80,59,22,94,1
12,79,95,71,86,39,95,1,34,40
27,51,20,89,14,6,43,63,9,8
64,23,64,57,2,66,66,49,48,48
49,49,56,55,15,38,55,62,94,88
9,84,67,37,92,38,69,73,36,15
97,65,28,65,75,88,15,93,74,29
94,32,74,17,1,61,54,54,70,52
32,59,2,94,8,26,63,49,38,21
11,20,26,79,53,11,34,29,38,49
21,26,92,35,12,73,70,78,2,33
26,27,44,79,56,52,27,35,52,3
95,89,50,22,33,63,9,87,41,7
19,73,64,35,19,90,12,22,90,89
74,21,53,61,75,34,12,98,79,28
31,82,8,41,85,44,67,7,83,2
71,37,53,10,99,39,76,68,28,31
35,73,41,4,18,48,7,39,21,98
16,34,26,68,29,48,19,81,15,59
40,71,67,74,30,91,62,66,44,83
76,20,48,14,39,91,54,86,44,80
14,65,60,85,83,6,59,8,97,6
21,5,38,42,9,84,21,18,46,1
91,65,36,21,51,28,84,34,13,21
4,29,98,53,33,32,49,67,66,11
53,85,13,81,58,81,35,92,71,3
15,41,15,65,1,51,61,24,27,46
29,58,97,11,17,82,52,15,5,18
37,10,62,37,36,43,91,10,85,21
83,20,13,0,22,91,59,78,31,61
46,16,87,95,32,82,99,7,35,54
92,58,28,54,26,6,38,66,70,1
20,9,25,9,9,72,54,85,33,28
34,40,52,8,13,33,12,18,17,75
66,87,30,40,78,20,98,96,1,79
65,37,82,69,56,51,54,19,82,40
65,47,13,26,86,99,30,85,77,21
36,88,49,11,67,46,84,92,28,72
59,78,53,65,80,9,35,32,51,4
49,6,96,57,11,31,56,11,56,65
35,83,32,1,15,64,80,3,88,65
21,66,65,93,89,18,31,16,78,25
28,59,91,18,39,74,16,52,80,16
32,34,99,6,24,66,24,97,96,91
17,14,3,4,6,96,58,55,53,80
48,63,39,60,11,11,56,50,67,20
58,76,52,69,11,7,88,38,14,58
67,8,31,51,76,69,74,49,62,90
5,44,55,20,40,6,86,53,35,61
93,64,84,46,99,19,99,34,29,54
49,16,56,0,5,86,10,90,83,1
92,64,22,49,25,24,39,24,39,99
20,83,15,18,55,59,82,76,20,65
70,7,37,36,72,93,89,15,11,38
81,32,14,13,17,3,62,4,18,74
96,24,40,13,56,67,27,50,65,30
46,54,41,91,79,71,70,88,9,99
38,65,44,67,90,51,62,35,94,15
1,25,72,74,20,31,39,92,38,23
70,22,11,35,16,58,3,10,37,3
32,49,91,30,76,33,54,48,93,31
71,26,13,98,89,88,16,63,10,15
66,59,17,8,87,31,52,2,39,3
19,85,17,71,46,63,45,16,86,60
20,2,67,33,6,25,79,49,78,55
83,76,62,14,71,21,13,81,27,83
98,24,31,53,84,54,47,8,37,62
96,46,89,73,85,60,55,26,8,66
59,60,67,36,27,44,12,79,5,89
66,42,9,99,95,73,36,39,94,92
39,81,58,1,61,0,50,29,33,64
20,31,86,44,26,55,94,14,23,14
90,69,2,59,94,56,45,75,70,91
54,49,20,3,3,30,11,1,3,65
62,12,56,6,39,44,0,73,42,4
46,82,79,7,24,98,94,60,12,13
61,71,18,14,37,3,43,85,74,0
44,32,25,42,78,99,26,20,11,29
60,49,41,64,49,7,60,3,71,23
52,5,50,45,89,47,74,16,14,99
18,3,55,99,80,26,4,81,71,25
89,46,49,1,1,77,75,34,29,60
28,73,62,25,16,54,97,71,0,36
97,35,28,88,11,50,92,57,3,19
12,41,24,9,8,16,29,8,8,2
81,48,42,83,87,7,16,27,30,69
80,11,40,52,58,2,10,73,18,40
79,7,46,58,37,67,93,4,34,59
31,41,11,86,69,29,57,52,8,42
61,93,30,25,88,11,46,85,58,22
73,49,40,71,55,47,2,56,53,96
99,86,11,48,55,77,68,75,43,32
61,80,69,10,2,48,82,83,54,28
81,75,7,19,82,49,58,38,59,75
26,26,65,98,76,45,99,65,14,87
20,69,29,40,98,36,17,99,7,55
71,87,92,33,77,78,83,21,87,54
68,7,5,41,37,85,5,69,47,88
24,75,34,14,78,59,76,61,20,68
18,43,91,6,6,7,92,10,99,97
47,99,97,87,23,88,75,44,82,31
69,49,8,46,88,90,32,82,84,85
7,3,95,26,63,79,73,24,17,28
77,97,56,42,54,56,66,73,69,32
30,59,1,31,26,79,71,71,43,37
65,2,26,3,86,22,72,78,27,51
50,60,85,95,20,3,9,38,35,52
37,94,20,57,59,68,35,34,69,62
90,57,23,65,43,65,82,83,22,77
59,98,38,81,37,55,12,70,28,97
15,60,18,23,73,54,25,58,60,15
26,16,11,20,76,74,39,69,93,94
21,40,87,2,82,13,99,4,25,78
27,84,44,84,40,26,57,10,85,4
65,5,56,22,20,25,81,40,59,11
1,11,99,62,68,87,85,79,70,14
91,73,22,43,60,33,9,10,13,20
13,76,41,20,21,39,88,77,21,54
35,43,20,22,70,30,75,23,47,36
26,29,52,79,60,10,43,32,90,24
95,73,69,14,5,57,25,68,21,76
92,80,67,68,73,81,72,69,5,53
10,9,36,80,49,75,35,99,3,46
42,72,61,6,83,64,1,3,68,73
16,59,15,75,83,82,14,61,20,30
25,39,56,42,19,37,96,58,56,42
51,43,70,2,93,75,6,85,76,70
35,39,33,88,92,12,22,33,17,37
96,80,89,70,34,8,38,34,31,2
4,23,76,43,82,73,93,7,12,39
45,51,50,12,29,39,9,97,63,91
60,32,72,51,0,62,68,10,4,97
26,93,93,25,80,77,83,59,53,56
67,6,71,4,44,86,36,47,21,85
28,27,56,69,50,64,47,17,39,86
65,64,21,47,71,12,54,43,21,13
94,35,3,79,99,70,16,41,94,45
48,66,78,34,33,4,76,12,79,2
72,53,32,21,48,54,53,93,89,38
26,40,73,79,28,34,91,41,45,71
45,3,19,23,42,17,81,33,7,92
25,82,74,96,29,98,76,34,14,80
13,77,26,69,19,88,85,54,25,81
21,33,9,53,66,87,18,74,76,28
49,75,39,19,77,84,62,5,22,49
95,54,21,1,83,94,17,44,31,53
95,53,86,51,27,55,43,5,41,56
84,79,78,61,68,20,89,11,84,74
60,61,40,31,90,70,1,82,67,62
91,28,36,45,96,24,56,4,79,77
96,90,95,79,39,2,49,89,67,16
49,34,86,28,62,99,94,68,93,26
56,53,94,43,59,78,20,58,60,43
3,81,54,81,46,29,82,53,35,70
93,61,19,45,89,35,88,19,6,43
74,48,86,39,14,14,71,9,23,64
97,80,42,57,49,40,45,7,54,70
8,64,28,24,14,38,45,90,29,44
59,95,89,41,70,26,85,27,95,75
90,29,77,66,4,75,29,42,15,90
37,46,64,22,29,47,50,12,75,81
10,40,19,59,25,7,90,60,6,31
78,66,49,58,61,24,57,40,54,77
42,37,27,99,69,71,58,79,40,13
83,1,75,53,38,85,38,32,81,20
79,21,68,50,13,27,80,60,7,15
87,19,86,50,75,43,71,45,12,67
30,82,25,97,24,82,71,70,3,3
86,97,93,19,2,99,37,91,81,30
20,55,19,34,38,16,19,69,93,67
70,97,28,40,81,74,39,11,16,13
20,51,87,22,41,49,76,7,29,6
55,18,2,17,40,24,99,83,53,25
22,35,23,86,80,96,77,90,36,87
17,96,95,47,67,51,14,28,3,10
28,23,88,53,27,59,37,71,52,8
77,57,76,22,11,31,20,20,29,3
43,3,80,60,44,47,84,57,24,97
58,45,82,99,51,46,19,37,14,81
86,17,5,45,27,80,43,59,94,50
7,54,92,76,62,46,34,57,16,93
59,53,69,28,58,38,68,37,76,9
13,99,17,32,77,12,75,88,87,52
20,99,45,84,9,78,86,67,93,50
15,17,92,50,59,82,32,50,96,46
43,46,19,89,11,47,45,69,94,71
56,63,67,41,62,82,40,49,30,1
16,67,59,66,88,87,54,43,73,17
76,87,95,10,10,18,9,96,92,52
54,86,68,76,29,32,49,54,96,90
38,49,7,49,65,43,9,62,50,9
0,45,30,33,25,46,19,33,84,55
87,32,70,46,26,41,40,63,46,86
83,84,35,75,10,13,13,82,80,8
8,98,83,61,84,89,33,18,67,39
89,70,22,64,93,94,72,90,43,6
36,55,43,95,35,26,97,61,70,24
22,59,15,42,3,30,57,87,31,81
84,53,62,75,18,33,93,9,96,81
12,16,41,55,93,38,90,41,52,15
79,69,75,73,96,18,23,18,78,56
84,16,88,76,63,6,8,29,50,7
2,96,86,77,72,56,56,82,77,6
21,51,6,60,2,3,25,77,90,3
52,73,15,30,80,73,60,1,57,31
39,19,72,39,17,85,80,26,72,94
55,43,78,85,42,19,8,49,50,55
81,91,59,29,18,24,31,76,94,85
32,11,79,21,33,23,46,98,22,20
79,90,0,57,96,76,2,56,76,64
63,27,75,53,60,5,96,19,60,28
85,46,30,25,4,0,14,75,78,9
28,95,58,79,73,71,81,56,57,80
23,75,35,42,92,11,43,6,20,24
81,2,12,43,81,60,5,19,48,59
3,31,71,84,11,79,84,49,52,21
42,50,50,9,56,13,6,45,20,83
10,13,11,9,74,94,24,0,3,82
55,50,93,16,13,15,37,1,80,9
66,49,42,5,38,88,74,67,37,3
52,49,57,92,42,86,13,53,31,5
12,82,64,12,3,51,84,53,21,36
9,61,25,1,44,28,83,60,89,0
75,24,34,94,25,29,63,94,18,26
94,60,78,75,40,35,60,64,33,45
41,59,61,43,91,76,52,84,59,85
49,61,72,55,37,13,39,61,31,19
5,83,74,71,30,15,70,73,80,80
10,78,13,30,16,5,16,77,19,23
86,82,34,60,56,45,42,53,63,86
32,54,59,25,62,98,93,47,28,35
35,58,15,55,82,64,49,87,67,78
83,40,98,13,18,40,38,66,8,66
40,28,68,77,57,38,60,59,74,0
35,63,96,81,80,50,27,83,92,8
80,21,38,59,12,99,60,31,19,76
12,97,93,8,51,14,56,31,45,10
32,77,12,43,20,24,18,98,17,25
57,82,18,78,76,9,97,69,6,40
16,37,18,14,28,69,48,21,53,68
59,96,2,82,23,1,69,45,95,24
40,79,29,56,73,71,29,53,9,40
72,26,61,17,15,3,96,42,58,79
3,93,90,70,9,35,31,76,82,18
98,45,62,44,80,28,9,88,29,40
21,0,3,67,93,35,36,50,84,43
98,93,46,45,51,8,67,47,28,48
90,9,68,23,91,53,90,56,70,48
64,26,99,91,95,53,29,42,39,39
80,15,16,18,38,34,56,55,75,67
37,98,63,13,19,12,98,2,54,97
52,72,7,66,59,51,26,12,28,10
76,87,26,86,41,80,0,31,97,12
22,77,29,24,2,80,18,54,75,7
64,38,34,36,16,43,80,5,47,45
8,60,75,66,30,51,83,98,79,33
29,41,17,21,95,62,78,30,27,22
76,49,40,78,68,59,42,38,56,54
27,19,42,38,53,10,91,21,74,31
30,10,47,43,47,70,73,18,89,70
56,80,55,0,48,16,35,42,36,97
26,18,80,92,82,69,84,37,37,29
69,33,48,96,82,90,16,25,65,46
13,47,26,17,29,5,25,65,90,19
97,15,10,19,73,22,25,61,70,78
49,37,54,74,89,98,86,60,78,76
55,75,1,38,91,57,31,78,32,16
46,72,4,93,0,47,32,92,78,84
0,42,49,25,22,62,9,41,92,82
24,91,65,92,47,57,4,10,85,48
79,42,72,27,0,67,53,65,25,33
5,18,52,12,72,66,81,49,70,34
17,46,94,73,26,16,25,23,76,73
71,15,49,63,81,54,24,33,99,26
95,69,99,8,7,79,52,99,68,94
11,87,33,66,74,37,96,31,17,57
17,60,97,31,6,81,91,16,73,13
5,30,42,88,13,33,78,99,16,72
21,22,11,1,92,97,12,75,1,59
14,39,39,59,94,63,20,55,43,72
60,43,96,47,36,43,94,89,63,62
48,57,64,57,71,20,69,96,32,45
38,7,80,43,43,39,35,17,29,58
7,12,44,73,72,84,2,26,74,71
18,85,96,90,22,38,4,95,47,21
86,72,74,28,83,96,73,52,46,70
11,14,32,79,45,15,59,23,86,97
33,6,41,95,24,16,53,58,65,43
26,99,95,82,3,4,21,33,90,14
40,4,98,89,44,20,2,7,89,52
18,86,78,84,18,84,83,91,1,14
21,81,42,13,65,44,16,94,29,84
37,7,93,87,34,20,28,38,14,2
91,89,74,67,36,2,38,65,15,87
54,20,36,44,93,93,50,88,31,36
14,30,66,84,47,77,65,75,28,94
78,95,40,70,18,67,51,39,30,73
21,3,4,79,95,73,30,42,14,18
33,47,20,42,62,63,67,59,57,28
71,52,35,39,59,12,27,80,34,3
46,66,16,26,21,54,36,86,96,5
34,32,57,87,87,90,93,21,36,33
44,12,4,56,36,18,63,0,46,26
97,57,76,22,58,3,70,29,26,21
7,27,15,14,58,92,89,56,30,19
57,14,44,19,63,22,26,96,88,44
5,12,35,19,91,23,84,4,72,66
95,45,40,48,24,71,24,32,94,21
88,61,33,18,10,8,46,61,60,30
33,63,35,29,8,24,88,11,49,30
58,25,89,88,29,62,41,37,28,42
25,95,6,99,8,30,97,20,80,96
16,52,1,35,41,18,69,24,81,91
11,83,75,54,91,26,45,27,53,27
33,87,4,21,60,1,77,63,43,27
47,55,73,81,34,20,89,87,3,49
75,9,9,16,61,50,22,51,64,2
53,5,1,55,85,99,80,64,74,83
33,89,75,84,26,57,16,94,89,44
22,73,58,31,93,48,36,16,61,78
9,81,82,88,48,53,88,24,55,0
25,91,31,1,13,7,58,44,60,54
2,48,54,32,98,58,11,49,71,13
95,37,28,0,36,94,81,58,76,25
88,96,85,10,14,59,0,73,71,33
8,53,6,74,9,2,75,50,34,80
33,13,89,98,77,39,46,83,98,90
15,44,40,29,7,25,67,14,28,47
0,87,92,18,60,46,42,40,9,25
94,80,72,86,75,68,80,57,92,33
61,6,88,35,74,33,38,16,73,46
48,44,46,39,0,46,26,87,24,75
63,84,94,29,46,81,70,93,77,47
41,74,50,68,2,59,58,41,48,55
35,38,23,74,49,24,44,31,67,93
46,2,14,32,98,97,23,93,12,18
19,15,35,40,54,96,17,24,8,68
29,31,65,0,66,36,89,71,79,38
63,90,5,39,15,97,24,32,85,11
7,53,95,96,45,56,78,0,27,46
7,50,69,34,73,21,58,98,36,65
11,65,86,64,45,71,16,27,11,63
47,64,89,21,13,80,63,15,51,98
50,94,34,52,26,91,56,68,95,34
47,12,0,26,62,57,61,29,42,71
19,1,49,36,39,39,64,49,39,2
69,79,81,16,71,18,30,97,92,77
7,91,62,85,73,65,12,68,29,51
71,94,60,81,91,21,57,45,86,42
42,11,27,65,44,20,60,87,44,32
46,17,74,47,4,29,37,11,52,17
40,94,98,7,31,71,18,86,56,69
48,93,12,15,44,27,93,94,82,8
99,68,93,39,16,2,15,71,66,63
88,18,70,79,32,61,66,94,56,39
26,12,60,9,12,43,59,89,10,24
6,20,84,93,24,8,53,27,29,1
40,82,7,10,63,37,67,75,99,7
77,20,3,61,14,10,24,23,40,33
47,89,55,85,5,76,47,65,95,6
17,34,16,95,39,0,73,66,8,16
10,63,8,55,80,43,56,29,43,23
44,48,43,90,28,71,84,42,64,70
52,5,39,70,67,83,79,50,17,5
62,36,6,31,60,61,21,80,13,13
62,98,76,81,1,36,1,52,41,88
92,34,67,3,43,20,91,22,66,21
43,41,37,27,21,19,86,57,17,90
77,45,1,28,73,93,5,21,86,26
31,22,98,70,61,73,79,2,8,34
47,23,72,53,73,85,69,33,91,53
24,8,68,92,6,68,18,56,89,22
62,50,76,86,48,63,36,96,42,84
45,50,98,84,12,57,60,32,81,74
43,80,97,46,7,25,68,91,60,32
63,12,73,99,68,60,61,29,48,10
68,85,36,85,72,33,6,74,14,27
80,17,33,31,72,44,25,4,48,46
65,8,73,88,95,72,4,19,4,42
55,82,41,32,45,97,41,6,97,19
94,95,74,1,54,11,0,67,24,98
66,87,71,60,76,12,99,2,63,8
72,75,71,17,2,0,76,99,65,2
71,54,4,48,36,33,68,33,36,9
92,42,23,28,77,35,14,75,8,75
76,74,22,55,90,76,74,68,33,89
31,8,81,58,70,48,40,21,32,18
74,6,96,84,63,44,60,25,16,71
36,71,94,66,21,38,96,7,73,15
16,34,6,11,83,33,2,23,99,67
35,11,13,52,59,8,31,75,96,44
49,1,79,81,86,15,28,50,52,59
79,71,26,68,66,18,65,69,82,15
12,65,23,0,84,90,81,93,95,7
70,28,72,2,70,88,96,56,69,32
28,41,4,60,43,52,77,84,59,50
99,50,50,49,7,65,22,25,51,88
21,33,93,51,32,21,83,70,7,36
65,58,89,68,46,51,47,91,64,68
5,14,28,38,93,90,96,70,83,57
92,5,95,84,15,26,15,20,79,70
33,25,71,32,26,55,4,68,23,7
33,52,2,24,28,77,14,99,77,82
50,27,30,40,29,31,73,4,25,10
11,82,92,60,2,94,97,35,16,6
75,19,43,53,98,31,86,18,29,38
39,44,30,94,77,17,96,42,30,19
92,88,10,70,82,1,55,12,57,34
45,99,80,87,62,84,27,64,6,83
44,87,15,1,72,40,94,78,93,13
85,46,11,20,56,28,12,35,23,94
55,24,54,10,61,84,18,12,59,51
19,16,19,78,28,87,36,43,24,52
71,64,53,83,79,45,67,69,56,64
78,90,29,62,18,73,70,70,3,57
40,33,81,31,22,7,90,88,53,79
14,3,40,27,43,95,60,8,98,18
0,25,4,79,95,88,12,91,19,76
19,39,17,89,10,93,23,5,1,48
72,80,45,5,11,47,32,25,49,79
20,21,29,57,62,52,47,90,93,71
34,22,61,41,76,12,50,87,84,49
76,58,4,11,71,17,25,51,39,18
72,38,92,37,99,58,15,69,0,71
92,4,11,80,94,87,1,65,0,79
22,95,94,67,81,27,30,54,59,38
61,33,54,64,12,32,14,56,72,6
52,97,9,66,18,67,54,85,87,5
13,35,31,79,31,69,65,61,75,92
25,63,94,40,35,25,75,35,8,39
22,80,20,30,17,14,20,21,61,88
58,33,20,84,13,53,72,90,95,51
42,21,54,96,1,17,3,58,7,89
91,4,74,38,7,0,71,5,0,56
74,98,31,67,92,17,7,4,36,82
38,24,88,13,13,49,53,38,10,1
93,51,60,67,26,38,94,32,90,62
79,36,1,19,9,46,12,82,96,85
55,25,56,78,31,5,87,21,60,72
38,70,38,79,52,24,94,19,37,58
12,89,3,95,51,26,40,15,59,37
42,5,52,92,24,48,73,57,80,89
0,36,60,10,30,90,49,24,70,6
86,61,31,5,56,4,27,99,39,60
50,95,96,60,15,43,66,43,85,16
16,86,57,34,12,89,33,13,2,18
75,6,14,64,14,99,81,78,4,5
21,33,88,84,82,92,36,62,74,16
60,87,66,81,37,95,93,67,92,27
59,78,7,42,57,16,24,8,69,53
75,92,31,48,82,36,80,75,57,47
9,95,81,14,72,59,5,60,68,1
30,48,55,51,16,93,52,96,30,59
44,29,23,14,36,49,38,42,95,90
81,51,45,37,15,53,33,33,73,96
72,49,93,64,34,60,7,9,18,78
94,75,1,33,23,70,74,65,97,98
13,64,58,7,18,78,42,62,21,83
86,48,25,11,35,39,66,91,75,66
70,20,68,53,86,41,45,6,96,64
47,19,53,37,73,98,97,0,14,32
27,22,92,48,94,92,70,89,91,77
50,30,40,80,3,34,81,70,54,49
35,86,17,46,9,77,43,91,22,55
58,95,70,29,7,93,25,92,25,38
15,68,92,0,15,25,72,32,28,74
26,78,80,90,40,5,87,78,37,98
96,82,79,0,53,70,17,94,32,10
91,60,0,1,36,4,43,50,61,34
54,82,92,75,51,84,52,17,98,47
74,22,36,34,44,19,87,53,14,31
58,21,94,79,64,47,47,94,15,67
34,34,63,94,85,0,52,1,85,50
61,44,35,61,39,35,41,6,30,6
51,18,67,64,8,0,56,22,57,94
59,23,67,49,82,50,65,57,45,63
33,43,43,80,23,6,2,70,79,43
49,96,22,32,30,38,62,42,15,8
39,51,87,20,80,96,77,29,63,97
89,6,81,57,1,67,80,26,33,30
30,76,30,49,35,23,25,56,63,76
62,64,65,32,99,20,96,98,71,23
51,8,27,52,19,97,30,69,2,25
3,6,60,62,6,0,15,91,23,56
42,50,5,95,4,77,7,37,73,50
13,76,1,11,60,94,58,47,29,44
82,70,7,33,99,95,27,8,0,16
19,28,93,31,93,55,55,74,13,74
96,8,72,7,54,85,8,63,85,46
9,27,14,7,2,63,84,15,64,76
15,95,83,40,32,41,69,20,26,43
44,9,47,97,64,68,44,97,2,34
47,92,49,83,22,19,53,70,50,78
66,16,35,26,77,47,86,49,34,4
71,59,86,70,45,52,80,64,28,29
62,58,8,0,36,76,97,40,99,99
7,13,13,90,74,55,19,80,9,96
84,9,67,97,23,62,85,66,76,99
95,82,7,42,55,14,99,16,2,2
53,17,77,12,92,99,17,88,64,28
3,2,78,26,17,26,20,12,86,16
23,59,54,14,85,33,58,92,52,76
98,35,5,98,34,69,43,32,86,16
71,6,87,17,11,6,73,61,80,88
3,62,38,6,48,85,19,11,89,49
34,40,90,13,42,43,30,33,18,60
56,97,13,86,4,53,2,21,22,80
44,60,20,30,75,23,20,31,9,75
44,12,33,79,45,4,9,62,38,26
47,82,95,11,57,84,24,9,98,74
80,90,15,76,49,88,16,67,21,90
42,94,51,80,68,82,24,87,30,52
54,90,3,32,92,32,80,42,18,70
97,72,53,4,8,4,29,29,69,47
55,34,69,54,74,18,9,0,19,37
83,73,98,9,77,30,85,96,54,82
22,73,48,44,69,70,11,52,44,65
8,63,59,45,56,8,75,51,7,65
88,84,65,34,2,6,23,82,99,53
61,44,87,45,88,49,38,37,21,69
54,57,48,42,62,63,20,13,72,89
62,64,36,22,38,19,39,68,75,83
13,34,76,67,66,90,69,28,7,95
43,10,50,22,46,5,33,86,13,63
14,70,29,86,58,95,16,23,10,98
74,6,94,72,27,62,76,31,25,95
57,57,69,82,46,76,51,94,87,94
12,54,55,64,29,78,64,37,80,65
30,20,41,73,87,14,91,65,8,36
77,27,56,95,3,20,0,88,77,49
50,2,10,50,16,70,50,99,12,96
36,7,92,59,86,9,94,74,71,19
86,75,5,45,6,6,57,64,14,34
19,14,58,20,75,87,27,5,74,55
17,66,20,53,75,73,24,28,89,62
14,1,35,55,1,41,98,23,57,85
28,10,80,75,44,21,76,39,80,3
96,49,68,44,76,33,24,22,72,51
35,26,20,43,37,15,26,68,56,46
78,31,87,96,43,99,12,9,83,41
81,4,98,83,46,95,53,29,75,21
52,57,84,67,87,28,26,78,74,53
44,34,53,34,22,84,98,30,19,26
54,10,22,88,21,96,32,8,22,16
4,51,10,47,93,47,69,37,32,10
3,86,0,92,95,75,35,27,32,79
18,83,53,45,20,59,85,84,11,1
64,12,4,69,6,19,45,93,50,43
46,56,81,20,62,97,36,44,22,69
0,96,51,16,16,47,84,0,75,43
9,26,64,72,86,81,87,43,88,59
41,72,0,25,12,64,23,84,93,27
64,60,87,49,21,69,99,97,60,7
81,39,59,64,93,42,11,1,52,25
35,79,57,9,66,19,37,1,37,11
42,72,37,36,82,28,1,99,87,7
68,29,97,65,23,79,21,74,97,27
31,40,52,88,38,41,31,81,44,84
65,24,21,28,10,37,81,73,64,81
30,4,30,20,46,43,23,8,6,42
83,76,78,23,86,60,58,12,50,43
59,46,88,66,18,75,14,75,92,12
66,51,19,20,14,81,11,78,46,41
88,19,50,78,94,67,86,45,44,69
51,83,7,86,95,33,2,18,65,0
22,28,44,86,14,58,20,90,33,44
96,64,4,91,90,80,62,1,80,79
17,99,17,60,13,10,62,0,34,21
14,38,36,79,17,81,64,12,40,91
20,42,29,79,22,56,85,70,2,32
36,81,79,1,92,13,84,78,56,55
82,18,94,7,89,4,45,39,58,3
62,96,25,36,68,14,17,37,0,69
76,82,98,94,43,4,87,7,3,87
82,60,69,33,58,83,71,6,70,34
12,33,47,47,71,63,1,91,99,28
1,34,27,1,68,14,69,86,65,79
22,59,2,53,40,97,13,58,81,56
59,50,97,81,7,44,90,8,63,88
80,75,58,57,23,0,22,7,60,35
97,37,9,48,50,74,70,45,28,60
77,0,28,96,70,95,76,92,26,44
10,90,30,11,49,10,83,45,91,84
90,51,6,26,21,21,60,44,48,11
54,60,34,96,14,17,51,76,23,82
48,91,93,35,3,52,63,73,71,75
80,93,27,62,19,23,98,49,17,83
28,42,36,27,77,7,93,56,64,12
0,13,13,10,43,32,98,10,91,95
49,77,79,85,66,69,18,6,11,31
79,38,68,25,41,85,62,19,6,44
6,69,32,12,86,0,97,13,16,5
39,57,5,88,64,71,37,45,28,4
75,37,24,33,38,16,91,86,24,64
35,93,41,17,94,70,12,86,90,29
40,93,86,47,28,45,64,91,79,21
7,88,90,85,20,83,70,7,3,67
29,3,82,99,48,7,11,55,67,20
19,16,45,97,65,61,28,45,49,60
25,44,82,29,96,3,71,10,96,36
32,49,68,67,6,27,5,63,24,74
87,63,99,4,70,8,13,14,62,38
18,94,89,81,36,12,87,62,6,20
56,29,10,98,64,6,97,86,95,49
67,48,12,24,15,29,22,40,39,16
77,69,49,2,38,27,49,16,7,60
98,6,7,25,6,68,21,16,89,19
12,12,43,74,27,37,97,87,58,3
19,96,99,37,80,23,89,3,51,67
33,49,37,15,41,73,81,24,77,78
18,65,98,18,21,25,93,9,81,41
85,52,67,90,24,51,80,91,64,31
2,31,48,94,58,23,1,58,86,29
38,66,47,17,7,11,11,37,13,12
63,13,97,26,94,64,94,51,38,39
12,46,84,62,67,65,57,88,7,41
97,38,6,14,33,17,54,80,30,52
42,42,75,56,55,28,64,84,80,18
99,17,95,37,38,58,88,60,67,77
47,32,16,92,99,62,11,10,22,91
68,33,81,87,64,48,90,47,92,87
29,99,12,17,17,40,50,70,36,69
75,22,5,92,23,32,6,95,13,84
10,31,14,41,22,54,61,36,11,99
3,39,92,99,3,20,75,77,85,28
